gene_name,insertion_index_score,Log_likelihood_ratio,essential,non-essential,unclear
thrL,0.393939394,31.43105904,FALSE,TRUE,FALSE
thrA,0.219244823,17.2007822,FALSE,TRUE,FALSE
thrB,0.265809218,21.23454858,FALSE,TRUE,FALSE
thrC,0.205905206,15.99492449,FALSE,TRUE,FALSE
yaaX,0.225589226,17.76550733,FALSE,TRUE,FALSE
yaaA,0.208494208,16.23102647,FALSE,TRUE,FALSE
yaaJ,0.238993711,18.9417935,FALSE,TRUE,FALSE
talB,0.259958071,20.74052204,FALSE,TRUE,FALSE
mog,0.239795918,19.01150555,FALSE,TRUE,FALSE
satP,0.239858907,19.01697618,FALSE,TRUE,FALSE
yaaW,0.219887955,17.25827542,FALSE,TRUE,FALSE
yaaI,0.261728395,20.89034158,FALSE,TRUE,FALSE
dnaK,0.053208138,-2.006528749,FALSE,FALSE,TRUE
dnaJ,0.224580018,17.67603387,FALSE,TRUE,FALSE
insL1,0.281221923,22.52088792,FALSE,TRUE,FALSE
mokC,0.438095238,34.75087305,FALSE,TRUE,FALSE
hokC,0.359477124,28.78295969,FALSE,TRUE,FALSE
nhaA,0.285347044,22.86170412,FALSE,TRUE,FALSE
nhaR,0.270419426,21.62153446,FALSE,TRUE,FALSE
insB1,0.357142857,28.60151715,FALSE,TRUE,FALSE
insA,0.311594203,24.99941682,FALSE,TRUE,FALSE
rpsT,0,-172.1619602,TRUE,FALSE,FALSE
yaaY,0.109589041,6.114527671,FALSE,TRUE,FALSE
ribF,0.005307856,-20.0930286,TRUE,FALSE,FALSE
ileS,0.002484913,-25.28072825,TRUE,FALSE,FALSE
lspA,0.012121212,-14.22682379,TRUE,FALSE,FALSE
fkpB,0.113333333,6.558680429,FALSE,TRUE,FALSE
ispH,0.008412198,-16.86290727,TRUE,FALSE,FALSE
rihC,0.228415301,18.01535826,FALSE,TRUE,FALSE
dapB,0.001216545,-30.08042176,TRUE,FALSE,FALSE
carA,0.17232376,12.82687806,FALSE,TRUE,FALSE
carB,0.205462446,15.95444334,FALSE,TRUE,FALSE
caiF,0.54040404,42.20290527,FALSE,TRUE,FALSE
caiE,0.248730964,19.78306978,FALSE,TRUE,FALSE
caiD,0.281170483,22.51662907,FALSE,TRUE,FALSE
caiC,0.27027027,21.60904459,FALSE,TRUE,FALSE
caiB,0.218390805,17.12434865,FALSE,TRUE,FALSE
caiA,0.186351706,14.17598126,FALSE,TRUE,FALSE
caiT,0.258745875,20.63775923,FALSE,TRUE,FALSE
fixA,0.246433204,19.58549287,FALSE,TRUE,FALSE
fixB,0.174097665,12.99976071,FALSE,TRUE,FALSE
fixC,0.177156177,13.29623455,FALSE,TRUE,FALSE
fixX,0.21875,17.15650844,FALSE,TRUE,FALSE
yaaU,0.211711712,16.52302544,FALSE,TRUE,FALSE
kefF,0.256120527,20.4146982,FALSE,TRUE,FALSE
kefC,0.198067633,15.27369615,FALSE,TRUE,FALSE
folA,0.004166667,-21.76194665,TRUE,FALSE,FALSE
apaH,0.215895611,16.90044942,FALSE,TRUE,FALSE
apaG,0.285714286,22.89197793,FALSE,TRUE,FALSE
rsmA,0.181265207,13.69144714,FALSE,TRUE,FALSE
pdxA,0.225252525,17.73567117,FALSE,TRUE,FALSE
surA,0.201243201,15.56712129,FALSE,TRUE,FALSE
lptD,0.007218684,-17.94579327,TRUE,FALSE,FALSE
djlA,0.285539216,22.8775473,FALSE,TRUE,FALSE
yabP,0.526641884,41.21660262,FALSE,TRUE,FALSE
rluA,0.266666667,21.30667237,FALSE,TRUE,FALSE
rapA,0.243550052,19.33676516,FALSE,TRUE,FALSE
polB,0.209608844,16.33235922,FALSE,TRUE,FALSE
araD,0.215339233,16.85040464,FALSE,TRUE,FALSE
araC,0.184300341,13.98117905,FALSE,TRUE,FALSE
yabI,0.197385621,15.2104577,FALSE,TRUE,FALSE
thiQ,0.221745351,17.42400206,FALSE,TRUE,FALSE
thiP,0.238981999,18.94077517,FALSE,TRUE,FALSE
thiB,0.18800813,14.33269319,FALSE,TRUE,FALSE
sgrR,0.208937198,16.27132169,FALSE,TRUE,FALSE
sgrT,0.272727273,21.81453135,FALSE,TRUE,FALSE
setA,0.259541985,20.70526501,FALSE,TRUE,FALSE
leuD,0.198019802,15.26926366,FALSE,TRUE,FALSE
leuC,0.187723055,14.30575948,FALSE,TRUE,FALSE
leuB,0.227106227,17.89975154,FALSE,TRUE,FALSE
leuA,0.244910941,19.45428238,FALSE,TRUE,FALSE
leuL,0.701149425,53.45259283,FALSE,TRUE,FALSE
leuO,0.592592593,45.90587178,FALSE,TRUE,FALSE
ilvI,0.275362319,22.03431198,FALSE,TRUE,FALSE
ilvH,0.221544715,17.40612276,FALSE,TRUE,FALSE
cra,0.220895522,17.34823391,FALSE,TRUE,FALSE
mraZ,0.128540305,8.292852868,FALSE,TRUE,FALSE
rsmH,0.102972399,5.310416428,FALSE,TRUE,FALSE
ftsL,0.040983607,-4.457809192,TRUE,FALSE,FALSE
ftsI,0.007923033,-17.28819005,TRUE,FALSE,FALSE
murE,0.004032258,-21.98681522,TRUE,FALSE,FALSE
murF,0.006622517,-18.55131361,TRUE,FALSE,FALSE
mraY,0.005540166,-19.7959005,TRUE,FALSE,FALSE
murD,0.006074412,-19.15526311,TRUE,FALSE,FALSE
ftsW,0.018473896,-11.06277524,TRUE,FALSE,FALSE
murG,0.003745318,-22.49213431,TRUE,FALSE,FALSE
murC,0.005420054,-19.94800949,TRUE,FALSE,FALSE
ddlB,0.112920738,6.510100726,FALSE,TRUE,FALSE
ftsQ,0.018050542,-11.24122024,TRUE,FALSE,FALSE
ftsA,0.006334125,-18.86292727,TRUE,FALSE,FALSE
ftsZ,0.001736111,-27.69714975,TRUE,FALSE,FALSE
lpxC,0.013071895,-13.67100273,TRUE,FALSE,FALSE
secM,0.087719298,3.34589178,FALSE,FALSE,TRUE
secA,0.015151515,-12.57114779,TRUE,FALSE,FALSE
mutT,0.197435897,15.21512215,FALSE,TRUE,FALSE
yacG,0.166666667,12.27079006,FALSE,TRUE,FALSE
zapD,0.198924731,15.35305801,FALSE,TRUE,FALSE
coaE,0.020933977,-10.09000813,TRUE,FALSE,FALSE
guaC,0.204022989,15.82262213,FALSE,TRUE,FALSE
hofC,0.232751455,18.39675364,FALSE,TRUE,FALSE
hofB,0.211399711,16.49477798,FALSE,TRUE,FALSE
ppdD,0.25170068,20.03759117,FALSE,TRUE,FALSE
nadC,0.1901566,14.53519328,FALSE,TRUE,FALSE
ampD,0.251811594,20.04707915,FALSE,TRUE,FALSE
ampE,0.25380117,20.21705769,FALSE,TRUE,FALSE
aroP,0.254002911,20.23427054,FALSE,TRUE,FALSE
pdhR,0.122875817,7.65900448,FALSE,TRUE,FALSE
aceE,0.054054054,-1.852054332,FALSE,FALSE,TRUE
aceF,0.04437401,-3.731100261,TRUE,FALSE,FALSE
lpd,0.008421053,-16.855423,TRUE,FALSE,FALSE
yacH,0.236245955,18.70244465,FALSE,TRUE,FALSE
acnB,0.08891455,3.506257946,FALSE,FALSE,TRUE
yacL,0.256198347,20.42132006,FALSE,TRUE,FALSE
speD,0.233962264,18.50283906,FALSE,TRUE,FALSE
speE,0.219146482,17.19198593,FALSE,TRUE,FALSE
yacC,0.16954023,12.55417998,FALSE,TRUE,FALSE
cueO,0.205673759,15.97376732,FALSE,TRUE,FALSE
gcd,0.219991635,17.26753866,FALSE,TRUE,FALSE
hpt,0.195530726,15.03806453,FALSE,TRUE,FALSE
can,0.010558069,-15.23276688,TRUE,FALSE,FALSE
yadG,0.153182309,10.91351195,FALSE,TRUE,FALSE
yadH,0.228274968,18.00297563,FALSE,TRUE,FALSE
yadI,0.233560091,18.46762228,FALSE,TRUE,FALSE
yadE,0.217073171,17.00622332,FALSE,TRUE,FALSE
panD,0.181102362,13.67585019,FALSE,TRUE,FALSE
yadD,0.205980066,16.00176584,FALSE,TRUE,FALSE
panC,0.172535211,12.84752234,FALSE,TRUE,FALSE
panB,0.222641509,17.50379551,FALSE,TRUE,FALSE
yadC,0.469733656,37.08728933,FALSE,TRUE,FALSE
yadK,0.427135678,33.93373009,FALSE,TRUE,FALSE
yadL,0.524752475,41.08084549,FALSE,TRUE,FALSE
yadM,0.477192982,37.63361126,FALSE,TRUE,FALSE
htrE,0.548883757,42.80847694,FALSE,TRUE,FALSE
yadV,0.464237517,36.68368697,FALSE,TRUE,FALSE
yadN,0.567521368,44.13398353,FALSE,TRUE,FALSE
folK,0.079166667,2.160389125,FALSE,FALSE,TRUE
pcnB,0.138054363,9.329074711,FALSE,TRUE,FALSE
gluQ,0.20819849,16.20411078,FALSE,TRUE,FALSE
dksA,0.149122807,10.49524412,FALSE,TRUE,FALSE
sfsA,0.218439716,17.12872885,FALSE,TRUE,FALSE
ligT,0.186440678,14.18441198,FALSE,TRUE,FALSE
hrpB,0.201234568,15.56632585,FALSE,TRUE,FALSE
mrcB,0.203944773,15.81544995,FALSE,TRUE,FALSE
fhuA,0.235294118,18.61932533,FALSE,TRUE,FALSE
fhuC,0.211779449,16.52915621,FALSE,TRUE,FALSE
fhuD,0.237934905,18.84966872,FALSE,TRUE,FALSE
fhuB,0.205244579,15.93451269,FALSE,TRUE,FALSE
hemL,0.010928962,-14.9823987,TRUE,FALSE,FALSE
clcA,0.23488045,18.58316801,FALSE,TRUE,FALSE
erpA,0.014492754,-12.90423574,TRUE,FALSE,FALSE
yadS,0.1875,14.28467475,FALSE,TRUE,FALSE
btuF,0.169787765,12.57850198,FALSE,TRUE,FALSE
mtn,0.054363376,-1.795975639,FALSE,FALSE,TRUE
dgt,0.41370224,32.92616937,FALSE,TRUE,FALSE
degP,0.273684211,21.89441723,FALSE,TRUE,FALSE
cdaR,0.227115717,17.90059041,FALSE,TRUE,FALSE
yaeH,0.170542636,12.65258655,FALSE,TRUE,FALSE
yaeI,0.2300123,18.15609818,FALSE,TRUE,FALSE
dapD,0.008484848,-16.80171855,TRUE,FALSE,FALSE
glnD,0.116722783,6.954499019,FALSE,TRUE,FALSE
map,0.021383648,-9.922770224,TRUE,FALSE,FALSE
rpsB,0.002754821,-24.58263598,TRUE,FALSE,FALSE
tsf,0.003521127,-22.91372984,TRUE,FALSE,FALSE
pyrH,0.005509642,-19.83425577,TRUE,FALSE,FALSE
frr,0.012544803,-13.97449934,TRUE,FALSE,FALSE
dxr,0.006683375,-18.48719616,TRUE,FALSE,FALSE
ispU,0.00656168,-18.61596728,TRUE,FALSE,FALSE
cdsA,0.005827506,-19.44438964,TRUE,FALSE,FALSE
rseP,0.057649667,-1.212948026,FALSE,FALSE,TRUE
bamA,0.003288122,-23.38042638,TRUE,FALSE,FALSE
skp,0.109053498,6.050381654,FALSE,TRUE,FALSE
lpxD,0.002923977,-24.17841327,TRUE,FALSE,FALSE
fabZ,0.006578947,-18.59755968,TRUE,FALSE,FALSE
lpxA,0.002534854,-25.14614224,TRUE,FALSE,FALSE
lpxB,0.006962576,-18.19992375,TRUE,FALSE,FALSE
rnhB,0.087102178,3.262614527,FALSE,FALSE,TRUE
dnaE,0.002296871,-25.81239972,TRUE,FALSE,FALSE
accA,0.00625,-18.95635603,TRUE,FALSE,FALSE
ldcC,0.185340803,14.08008493,FALSE,TRUE,FALSE
yaeR,0.187179487,14.2543612,FALSE,TRUE,FALSE
tilS,0.018475751,-11.06200112,TRUE,FALSE,FALSE
rof,0.168627451,12.46437104,FALSE,TRUE,FALSE
yaeP,0.144278607,9.989685011,FALSE,TRUE,FALSE
yaeQ,0.195970696,15.07900859,FALSE,TRUE,FALSE
arfB,0.205673759,15.97376732,FALSE,TRUE,FALSE
nlpE,0.230661041,18.21317893,FALSE,TRUE,FALSE
yaeF,0.23030303,18.18168512,FALSE,TRUE,FALSE
proS,0.006399069,-18.79160058,TRUE,FALSE,FALSE
tsaA,0.199152542,15.37413117,FALSE,TRUE,FALSE
rcsF,0.271604938,21.7207342,FALSE,TRUE,FALSE
metQ,0.221813725,17.43009384,FALSE,TRUE,FALSE
metI,0.281345566,22.53112375,FALSE,TRUE,FALSE
metN,0.239341085,18.97198953,FALSE,TRUE,FALSE
gmhB,0.111111111,6.295980068,FALSE,TRUE,FALSE
dkgB,0.149253731,10.50880887,FALSE,TRUE,FALSE
yafC,0.150819672,10.67066065,FALSE,TRUE,FALSE
yafD,0.188514357,14.38048375,FALSE,TRUE,FALSE
yafE,0.209935897,16.36205637,FALSE,TRUE,FALSE
mltD,0.152317881,10.82484406,FALSE,TRUE,FALSE
gloB,0.12037037,7.374237803,FALSE,TRUE,FALSE
yafS,0.146611342,10.23403895,FALSE,TRUE,FALSE
rnhA,0.053418803,-1.967904493,FALSE,FALSE,TRUE
dnaQ,0.106557377,5.749272199,FALSE,TRUE,FALSE
yafT,0.337150127,27.03550914,FALSE,TRUE,FALSE
ykfM,0.020833333,-10.12785226,TRUE,FALSE,FALSE
yafU,0.285714286,22.89197793,FALSE,TRUE,FALSE
yafF,0.326007326,26.15277505,FALSE,TRUE,FALSE
yafV,0.19844358,15.30852166,FALSE,TRUE,FALSE
ivy,0.232067511,18.33675066,FALSE,TRUE,FALSE
fadE,0.154601227,11.05860055,FALSE,TRUE,FALSE
gmhA,0.086355786,3.161448541,FALSE,FALSE,TRUE
yafJ,0.161458333,11.75208508,FALSE,TRUE,FALSE
yafK,0.230769231,18.22269315,FALSE,TRUE,FALSE
yafQ,0.250896057,19.96872231,FALSE,TRUE,FALSE
dinJ,0.283524904,22.71133234,FALSE,TRUE,FALSE
yafL,0.174666667,13.05506881,FALSE,TRUE,FALSE
rayT,0.184738956,14.02289917,FALSE,TRUE,FALSE
lfhA,0.1558669,11.18754887,FALSE,TRUE,FALSE
lafU,0.191798942,14.6894187,FALSE,TRUE,FALSE
dinB,0.182765152,13.83485889,FALSE,TRUE,FALSE
yafN,0.139455782,9.478945535,FALSE,TRUE,FALSE
yafO,0.406015038,32.34648922,FALSE,TRUE,FALSE
yafP,0.333333333,26.73398058,FALSE,TRUE,FALSE
ykfJ,0.47826087,37.71169005,FALSE,TRUE,FALSE
prfH,0.23752495,18.81396417,FALSE,TRUE,FALSE
pepD,0.206447188,16.04443579,FALSE,TRUE,FALSE
gpt,0.185185185,14.06530527,FALSE,TRUE,FALSE
frsA,0.228915663,18.05948861,FALSE,TRUE,FALSE
crl,0.328358209,26.33963821,FALSE,TRUE,FALSE
phoE,0.413825758,32.9354648,FALSE,TRUE,FALSE
proB,0.208333333,16.21638559,FALSE,TRUE,FALSE
proA,0.198564593,15.31972653,FALSE,TRUE,FALSE
ykfN,0.174603175,13.04890075,FALSE,TRUE,FALSE
ykfI,0.201754386,15.61419993,FALSE,TRUE,FALSE
yafW,0.267295597,21.35953093,FALSE,TRUE,FALSE
ykfH,0.261261261,20.85083838,FALSE,TRUE,FALSE
ykfG,0.209643606,16.33551645,FALSE,TRUE,FALSE
yafX,0.300653595,24.1145469,FALSE,TRUE,FALSE
ykfF,0.254166667,20.24823938,FALSE,TRUE,FALSE
ykfB,0.25,19.8919474,FALSE,TRUE,FALSE
yafY,0.25,19.8919474,FALSE,TRUE,FALSE
ykfL,0.162162162,11.82257302,FALSE,TRUE,FALSE
ykfK,0.1875,14.28467475,FALSE,TRUE,FALSE
yafZ,0.236009732,18.68182649,FALSE,TRUE,FALSE
ykfA,0.24537037,19.49390936,FALSE,TRUE,FALSE
perR,0.218120805,17.10016297,FALSE,TRUE,FALSE
insN,0.217836257,17.07466317,FALSE,TRUE,FALSE
insI1,0.248263889,19.74295357,FALSE,TRUE,FALSE
ykfC,0.231949458,18.32638797,FALSE,TRUE,FALSE
insH1,0.393313668,31.38345784,FALSE,TRUE,FALSE
mmuP,0.199430199,15.39980352,FALSE,TRUE,FALSE
mmuM,0.185423365,14.08792428,FALSE,TRUE,FALSE
afuC,0.224450812,17.66456922,FALSE,TRUE,FALSE
afuB,0.175287356,13.11532095,FALSE,TRUE,FALSE
insB1,0.337301587,27.04745694,FALSE,TRUE,FALSE
insA,0.253623188,20.20186853,FALSE,TRUE,FALSE
insI1,0.298850575,23.96789554,FALSE,TRUE,FALSE
insX,0.24497992,19.46023349,FALSE,TRUE,FALSE
yagB,0.294498382,23.61290558,FALSE,TRUE,FALSE
yagA,0.217316017,17.0280126,FALSE,TRUE,FALSE
yagE,0.157315732,11.33462264,FALSE,TRUE,FALSE
yagF,0.18495935,14.0438485,FALSE,TRUE,FALSE
yagG,0.23065799,18.21291061,FALSE,TRUE,FALSE
yagH,0.210428305,16.40673787,FALSE,TRUE,FALSE
yagI,0.213438735,16.67912526,FALSE,TRUE,FALSE
argF,0.177114428,13.29220108,FALSE,TRUE,FALSE
ykgS,0.2,15.45244758,FALSE,TRUE,FALSE
insB1,0.31547619,25.31139891,FALSE,TRUE,FALSE
insA,0.268115942,21.42842199,FALSE,TRUE,FALSE
yagJ,0.248792271,19.78833359,FALSE,TRUE,FALSE
yagK,0.526315789,41.19317826,FALSE,TRUE,FALSE
yagL,0.417739628,33.22970235,FALSE,TRUE,FALSE
yagM,0.278362573,22.28381655,FALSE,TRUE,FALSE
yagN,0.319727891,25.65194522,FALSE,TRUE,FALSE
intF,0.191291934,14.64185985,FALSE,TRUE,FALSE
yagP,0.221238938,17.37886358,FALSE,TRUE,FALSE
ykgT,0.153846154,10.9814621,FALSE,TRUE,FALSE
paoD,0.218390805,17.12434865,FALSE,TRUE,FALSE
paoC,0.195543429,15.03924715,FALSE,TRUE,FALSE
paoB,0.199582027,15.41383621,FALSE,TRUE,FALSE
paoA,0.257971014,20.57199512,FALSE,TRUE,FALSE
yagU,0.513821138,40.29370802,FALSE,TRUE,FALSE
ykgJ,0.566666667,44.07335695,FALSE,TRUE,FALSE
ecpE,0.23769339,18.82863664,FALSE,TRUE,FALSE
ecpD,0.210462287,16.40982009,FALSE,TRUE,FALSE
ecpC,0.228424386,18.01615981,FALSE,TRUE,FALSE
ecpB,0.233183857,18.43465913,FALSE,TRUE,FALSE
ecpA,0.31462585,25.24314652,FALSE,TRUE,FALSE
ecpR,0.230118443,18.16544098,FALSE,TRUE,FALSE
ykgL,0.350877193,28.11307949,FALSE,TRUE,FALSE
ykgO,0.219858156,17.25561278,FALSE,TRUE,FALSE
ykgM,0.268939394,21.49751169,FALSE,TRUE,FALSE
ykgR,0.098039216,4.693285495,FALSE,TRUE,FALSE
ykgP,0.244444444,19.41402196,FALSE,TRUE,FALSE
eaeH,0.342889908,27.48736445,FALSE,TRUE,FALSE
insE1,0.326666667,26.20521817,FALSE,TRUE,FALSE
insF1,0.370242215,29.61617594,FALSE,TRUE,FALSE
ykgA,0.355263158,28.45520294,FALSE,TRUE,FALSE
ykgQ,0.23255814,18.37979976,FALSE,TRUE,FALSE
rclC,0.461279461,36.46608328,FALSE,TRUE,FALSE
rclB,0.194092827,14.90401776,FALSE,TRUE,FALSE
rclA,0.47586727,37.53663553,FALSE,TRUE,FALSE
rclR,0.428070175,34.00357277,FALSE,TRUE,FALSE
ykgE,0.363888889,29.12512728,FALSE,TRUE,FALSE
ykgF,0.212184874,16.56583644,FALSE,TRUE,FALSE
ykgG,0.291666667,23.38116139,FALSE,TRUE,FALSE
ykgH,0.130044843,8.459001133,FALSE,TRUE,FALSE
betA,0.221424297,17.39538933,FALSE,TRUE,FALSE
betB,0.170400543,12.63865119,FALSE,TRUE,FALSE
betI,0.178571429,13.43274916,FALSE,TRUE,FALSE
betT,0.23352999,18.46498567,FALSE,TRUE,FALSE
yahA,0.51882461,40.6543592,FALSE,TRUE,FALSE
yahB,0.361200429,28.916733,FALSE,TRUE,FALSE
yahC,0.285140562,22.84467785,FALSE,TRUE,FALSE
yahD,0.382838284,30.58402953,FALSE,TRUE,FALSE
yahE,0.412037037,32.80079571,FALSE,TRUE,FALSE
yahF,0.189276486,14.45234295,FALSE,TRUE,FALSE
yahG,0.167723749,12.37526426,FALSE,TRUE,FALSE
yahI,0.154574132,11.05583526,FALSE,TRUE,FALSE
yahJ,0.192335503,14.73969936,FALSE,TRUE,FALSE
yahK,0.287619048,23.04882338,FALSE,TRUE,FALSE
yahL,0.290441176,23.28067606,FALSE,TRUE,FALSE
yahM,0.292682927,23.46440201,FALSE,TRUE,FALSE
yahN,0.352678571,28.25371807,FALSE,TRUE,FALSE
yahO,0.257246377,20.51043963,FALSE,TRUE,FALSE
prpR,0.176433522,13.22636516,FALSE,TRUE,FALSE
prpB,0.177328844,13.31291241,FALSE,TRUE,FALSE
prpC,0.161538462,11.76011626,FALSE,TRUE,FALSE
prpD,0.161157025,11.72187096,FALSE,TRUE,FALSE
prpE,0.165871754,12.19205161,FALSE,TRUE,FALSE
codB,0.19047619,14.56524303,FALSE,TRUE,FALSE
codA,0.190809969,14.59660704,FALSE,TRUE,FALSE
cynR,0.152222222,10.81501888,FALSE,TRUE,FALSE
cynT,0.159090909,11.51406047,FALSE,TRUE,FALSE
cynS,0.208067941,16.19222422,FALSE,TRUE,FALSE
cynX,0.25021645,19.91050078,FALSE,TRUE,FALSE
lacA,0.475490196,37.50904323,FALSE,TRUE,FALSE
lacY,0.462519936,36.55736935,FALSE,TRUE,FALSE
lacZ,0.275555556,22.05040527,FALSE,TRUE,FALSE
lacI,0.1966759,15.14456612,FALSE,TRUE,FALSE
mhpR,0.176258993,13.20947434,FALSE,TRUE,FALSE
mhpA,0.196396396,15.11859294,FALSE,TRUE,FALSE
mhpB,0.180952381,13.66148059,FALSE,TRUE,FALSE
mhpC,0.150793651,10.66797705,FALSE,TRUE,FALSE
mhpD,0.19382716,14.87921163,FALSE,TRUE,FALSE
mhpF,0.171398528,12.73642881,FALSE,TRUE,FALSE
mhpE,0.17357002,12.94840945,FALSE,TRUE,FALSE
mhpT,0.177392739,13.31908243,FALSE,TRUE,FALSE
yaiL,0.227777778,17.95908473,FALSE,TRUE,FALSE
frmB,0.215827338,16.89431081,FALSE,TRUE,FALSE
frmA,0.196396396,15.11859294,FALSE,TRUE,FALSE
frmR,0.166666667,12.27079006,FALSE,TRUE,FALSE
yaiO,0.382428941,30.55269172,FALSE,TRUE,FALSE
yaiX,0.449856734,35.62320709,FALSE,TRUE,FALSE
insC1,0.450819672,35.69442336,FALSE,TRUE,FALSE
insD1,0.429359823,34.09990708,FALSE,TRUE,FALSE
yaiP,0.440267335,34.91232599,FALSE,TRUE,FALSE
yaiS,0.311827957,25.01823163,FALSE,TRUE,FALSE
tauA,0.247144341,19.64670219,FALSE,TRUE,FALSE
tauB,0.177083333,13.28919668,FALSE,TRUE,FALSE
tauC,0.166666667,12.27079006,FALSE,TRUE,FALSE
tauD,0.178403756,13.41659732,FALSE,TRUE,FALSE
hemB,0.012307692,-14.11477855,TRUE,FALSE,FALSE
yaiT,0.434468524,34.48093454,FALSE,TRUE,FALSE
insF1,0.380622837,30.41433228,FALSE,TRUE,FALSE
insE1,0.303333333,24.33206873,FALSE,TRUE,FALSE
yaiV,0.301282051,24.16560726,FALSE,TRUE,FALSE
ampH,0.345423143,27.68619614,FALSE,TRUE,FALSE
sbmA,0.226044226,17.80580294,FALSE,TRUE,FALSE
yaiW,0.189041096,14.43016012,FALSE,TRUE,FALSE
yaiY,0.165048544,12.11035011,FALSE,TRUE,FALSE
yaiZ,0.225352113,17.74449752,FALSE,TRUE,FALSE
ddlA,0.194520548,14.94392934,FALSE,TRUE,FALSE
iraP,0.53256705,41.64178614,FALSE,TRUE,FALSE
phoA,0.264830508,21.15214084,FALSE,TRUE,FALSE
psiF,0.208722741,16.25181799,FALSE,TRUE,FALSE
yaiC,0.208781362,16.25714995,FALSE,TRUE,FALSE
proC,0.159259259,11.53103452,FALSE,TRUE,FALSE
yaiI,0.187363834,14.27179878,FALSE,TRUE,FALSE
aroL,0.177142857,13.29494772,FALSE,TRUE,FALSE
yaiA,0.25,19.8919474,FALSE,TRUE,FALSE
aroM,0.255162242,20.33310572,FALSE,TRUE,FALSE
yaiE,0.452631579,35.82834534,FALSE,TRUE,FALSE
ykiA,0.587719298,45.56241501,FALSE,TRUE,FALSE
rdgC,0.213815789,16.71314807,FALSE,TRUE,FALSE
mak,0.223322332,17.56434397,FALSE,TRUE,FALSE
araJ,0.38649789,30.86386147,FALSE,TRUE,FALSE
sbcC,0.186209088,14.16246407,FALSE,TRUE,FALSE
sbcD,0.209476309,16.32032016,FALSE,TRUE,FALSE
phoB,0.211594203,16.51238828,FALSE,TRUE,FALSE
phoR,0.198302469,15.29545276,FALSE,TRUE,FALSE
brnQ,0.225,17.71328442,FALSE,TRUE,FALSE
proY,0.209606987,16.33219056,FALSE,TRUE,FALSE
malZ,0.214876033,16.80870731,FALSE,TRUE,FALSE
acpH,0.125429553,7.946429578,FALSE,TRUE,FALSE
queA,0.16713352,12.31696298,FALSE,TRUE,FALSE
tgt,0.181737589,13.73666073,FALSE,TRUE,FALSE
yajC,0.108108108,5.936754821,FALSE,TRUE,FALSE
secD,0.056818182,-1.358330908,FALSE,FALSE,TRUE
secF,0.085390947,3.029940696,FALSE,FALSE,TRUE
yajD,0.186781609,14.21670362,FALSE,TRUE,FALSE
tsx,0.215819209,16.89357986,FALSE,TRUE,FALSE
yajI,0.218518519,17.13578531,FALSE,TRUE,FALSE
nrdR,0.071111111,0.973090857,FALSE,FALSE,TRUE
ribD,0.008152174,-17.08601447,TRUE,FALSE,FALSE
ribE,0,-172.1619602,TRUE,FALSE,FALSE
nusB,0.038095238,-5.112435103,TRUE,FALSE,FALSE
thiL,0.005112474,-20.35269783,TRUE,FALSE,FALSE
pgpA,0.142581888,9.810870519,FALSE,TRUE,FALSE
yajO,0.162051282,11.81147677,FALSE,TRUE,FALSE
dxs,0.002147075,-26.26739609,TRUE,FALSE,FALSE
ispA,0.006666667,-18.50474397,TRUE,FALSE,FALSE
xseB,0.065843621,0.151804214,FALSE,FALSE,TRUE
thiI,0.177363699,13.31627829,FALSE,TRUE,FALSE
yajL,0.155668359,11.1673503,FALSE,TRUE,FALSE
panE,0.190789474,14.59468178,FALSE,TRUE,FALSE
yajQ,0.162601626,11.86652173,FALSE,TRUE,FALSE
yajR,0.15970696,11.57613848,FALSE,TRUE,FALSE
cyoE,0.198653199,15.3279292,FALSE,TRUE,FALSE
cyoD,0.2,15.45244758,FALSE,TRUE,FALSE
cyoC,0.188617886,14.39025156,FALSE,TRUE,FALSE
cyoB,0.173694779,12.9605567,FALSE,TRUE,FALSE
cyoA,0.273206751,21.85456867,FALSE,TRUE,FALSE
ampG,0.243224932,19.3086595,FALSE,TRUE,FALSE
yajG,0.208981002,16.27530457,FALSE,TRUE,FALSE
bolA,0.254716981,20.29516259,FALSE,TRUE,FALSE
tig,0.172440339,12.83826107,FALSE,TRUE,FALSE
clpP,0.185897436,14.13291249,FALSE,TRUE,FALSE
clpX,0.152156863,10.80830433,FALSE,TRUE,FALSE
lon,0.12866242,8.306371711,FALSE,TRUE,FALSE
hupB,0.19047619,14.56524303,FALSE,TRUE,FALSE
ppiD,0.199786325,15.4327124,FALSE,TRUE,FALSE
ybaV,0.233870968,18.49484633,FALSE,TRUE,FALSE
fadM,0.228070175,17.98490074,FALSE,TRUE,FALSE
queC,0.182471264,13.8067952,FALSE,TRUE,FALSE
ybaE,0.216343327,16.94068842,FALSE,TRUE,FALSE
cof,0.164835165,12.089146,FALSE,TRUE,FALSE
ybaO,0.202614379,15.69330705,FALSE,TRUE,FALSE
mdlA,0.203045685,15.73293613,FALSE,TRUE,FALSE
mdlB,0.19023569,14.54263153,FALSE,TRUE,FALSE
glnK,0.126843658,8.104401345,FALSE,TRUE,FALSE
amtB,0.164724165,12.07811121,FALSE,TRUE,FALSE
tesB,0.167247387,12.32821687,FALSE,TRUE,FALSE
ybaY,0.197207679,15.19394535,FALSE,TRUE,FALSE
ybaZ,0.161538462,11.76011626,FALSE,TRUE,FALSE
ybaA,0.149717514,10.55681954,FALSE,TRUE,FALSE
